ts,v,audio_ok,batt_a,batt_v,bilge_fwd,bilge_mid,bilge_rear,bridge_on,captured,captured_by,ch_guard,ch_mode,ch_reverse,ch_rudder,ch_throttle,cog_trim,course,cruise_us,deck_on,depth_mode,esc_us,failsafe_ack,gps_fix,heading,heading_mag,heap,lat,lon,mag_baseline_uT,mag_cal_circ_pct,mag_cal_progress,mag_cal_quality,mag_cal_radius_uT,mag_cal_state,mag_cal_ts,mag_calibrated,mag_from_nvs,mag_off_x,mag_off_y,mag_off_z,mag_uT,mode,nav_on,pid_kd,pid_kp,pump,pump_manual,pump_phase,pump_stuck,radar_burst_ms,radar_on,radar_pause_ms,radar_speed,rc_age_ms,rc_ever_good,rudder_us,sats,session_id,speed_kts,uptime,wp_set
2026-06-14T10:38:40.857Z,test_29-pool2.6-magcal2,true,0.00,15.89,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,219.8,230.8,205412,38.846527,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.24,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,2,true,1465,12,4204574309,0.0,157,false
2026-06-14T10:38:41.924Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,219.9,230.9,205424,38.846531,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.34,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1465,12,4204574309,0.0,158,false
2026-06-14T10:38:42.907Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.5,231.5,205420,38.846531,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.88,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1465,12,4204574309,0.0,159,false
2026-06-14T10:38:43.941Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1000,0.0,170.5,1720,false,off,1500,false,true,220.0,231.0,205412,38.846531,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.49,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1465,12,4204574309,0.0,160,false
2026-06-14T10:38:44.857Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.2,231.2,205408,38.846527,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.61,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,5,true,1465,12,4204574309,0.0,161,false
2026-06-14T10:38:45.891Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.5,231.5,205408,38.846527,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.11,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,6,true,1465,12,4204574309,0.1,162,false
2026-06-14T10:38:46.908Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.2,231.2,205412,38.846527,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.62,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,4,true,1465,12,4204574309,0.0,163,false
2026-06-14T10:38:47.958Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.2,231.2,205400,38.846523,-77.162010,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.11,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,3,true,1465,12,4204574309,0.1,164,false
2026-06-14T10:38:48.858Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.8,231.8,205200,38.846523,-77.162018,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,19.25,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,7,true,1465,12,4204574309,0.0,165,false
2026-06-14T10:38:49.875Z,test_29-pool2.6-magcal2,true,0.00,15.90,false,false,false,false,false,none,1000,1000,1500,1399,1001,0.0,170.5,1720,false,off,1500,false,true,220.7,231.7,205408,38.846523,-77.162018,22.46,0,100,good,22.5,done,116,true,true,-39.53,-1.35,-20.33,18.54,MANUAL,false,8.00,3.00,false,false,off,false,3,false,200,25,9,true,1465,12,4204574309,0.0,166,false
